"","action_type","combined_shot_type","lat","loc_x","loc_y","lon","minutes_remaining","period","playoffs","season","seconds_remaining","shot_distance","shot_made_flag","shot_type","shot_zone_area","shot_zone_basic","shot_zone_range","opponent","shot_id"
"14023","Jump Shot","Jump Shot",33.8583,99,186,-118.1708,6,2,0,"2008-09",36,21,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","CHA",14023
"14025","Turnaround Fadeaway shot","Jump Shot",33.9663,102,78,-118.1678,4,2,0,"2008-09",14,12,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","CHA",14025
"14026","Driving Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,3,2,0,"2008-09",54,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","CHA",14026
"14027","Jump Shot","Jump Shot",33.8803,-112,164,-118.3818,2,2,0,"2008-09",23,19,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","CHA",14027
"14028","Turnaround Fadeaway shot","Jump Shot",33.9293,-101,115,-118.3708,1,2,0,"2008-09",1,15,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","CHA",14028
"14029","Pullup Jump shot","Jump Shot",33.8933,65,151,-118.2048,10,3,0,"2008-09",57,16,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","CHA",14029
"14030","Fadeaway Jump Shot","Jump Shot",33.9833,124,61,-118.1458,8,3,0,"2008-09",6,13,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","CHA",14030
"14031","Layup Shot","Layup",34.0443,0,0,-118.2698,7,3,0,"2008-09",30,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","CHA",14031
"14032","Jump Shot","Jump Shot",33.8993,75,145,-118.1948,6,3,0,"2008-09",22,16,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","CHA",14032
"14033","Tip Shot","Tip Shot",34.0443,0,0,-118.2698,4,3,0,"2008-09",23,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","CHA",14033
"14034","Jump Shot","Jump Shot",33.8903,54,154,-118.2158,3,3,0,"2008-09",13,16,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","CHA",14034
"14035","Jump Shot","Jump Shot",33.9863,-133,58,-118.4028,11,4,0,"2008-09",47,14,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","CHA",14035
"14036","Turnaround Jump Shot","Jump Shot",34.0143,124,30,-118.1458,10,4,0,"2008-09",42,12,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","CHA",14036
"14037","Fadeaway Bank shot","Jump Shot",33.9563,99,88,-118.1708,8,4,0,"2008-09",11,13,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","CHA",14037
"14038","Jump Shot","Jump Shot",33.8023,51,242,-118.2188,6,4,0,"2008-09",29,24,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","CHA",14038
"14039","Turnaround Fadeaway shot","Jump Shot",34.0353,132,9,-118.1378,2,4,0,"2008-09",22,13,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","CHA",14039
"14040","Turnaround Fadeaway shot","Jump Shot",33.9203,119,124,-118.1508,1,4,0,"2008-09",40,17,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","CHA",14040
"14041","Jump Shot","Jump Shot",33.8383,125,206,-118.1448,1,4,0,"2008-09",12,24,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","CHA",14041
"14042","Pullup Jump shot","Jump Shot",33.8903,10,154,-118.2598,4,5,0,"2008-09",37,15,"1","2PT Field Goal","Center(C)","Mid-Range","8-16 ft.","CHA",14042
"14043","Jump Shot","Jump Shot",33.9343,108,110,-118.1618,3,5,0,"2008-09",25,15,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","CHA",14043
"14044","Driving Finger Roll Layup Shot","Layup",34.0443,0,0,-118.2698,2,5,0,"2008-09",58,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","CHA",14044
"14046","Pullup Jump shot","Jump Shot",34.0463,118,-2,-118.1518,0,5,0,"2008-09",51,11,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","CHA",14046
"14048","Pullup Jump shot","Jump Shot",33.8393,108,205,-118.1618,9,1,0,"2008-09",24,23,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","MIN",14048
"14049","Turnaround Jump Shot","Jump Shot",33.9883,105,56,-118.1648,9,1,0,"2008-09",0,11,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","MIN",14049
"14050","Floating Jump shot","Jump Shot",33.9153,-27,129,-118.2968,8,1,0,"2008-09",28,13,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","MIN",14050
"14051","Jump Shot","Jump Shot",33.8573,-172,187,-118.4418,7,1,0,"2008-09",59,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","MIN",14051
"14052","Pullup Jump shot","Jump Shot",33.9103,92,134,-118.1778,6,1,0,"2008-09",1,16,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","MIN",14052
"14053","Jump Shot","Jump Shot",33.9313,45,113,-118.2248,3,1,0,"2008-09",38,12,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","MIN",14053
"14054","Jump Shot","Jump Shot",33.9363,-166,108,-118.4358,2,1,0,"2008-09",55,19,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","MIN",14054
"14055","Layup Shot","Layup",34.0443,0,0,-118.2698,4,2,0,"2008-09",48,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","MIN",14055
"14056","Jump Shot","Jump Shot",33.8203,-128,224,-118.3978,4,2,0,"2008-09",18,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","MIN",14056
"14058","Jump Shot","Jump Shot",34.0103,124,34,-118.1458,1,2,0,"2008-09",44,12,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","MIN",14058
"14061","Jump Shot","Jump Shot",33.8723,92,172,-118.1778,8,3,0,"2008-09",3,19,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","MIN",14061
"14062","Fadeaway Jump Shot","Jump Shot",34.0333,136,11,-118.1338,4,3,0,"2008-09",44,13,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","MIN",14062
"14063","Pullup Jump shot","Jump Shot",33.8463,-149,198,-118.4188,4,3,0,"2008-09",10,24,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","MIN",14063
"14064","Jump Shot","Jump Shot",33.8273,-152,217,-118.4218,3,3,0,"2008-09",24,26,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","MIN",14064
"14065","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,1,3,0,"2008-09",58,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","MIN",14065
"14066","Step Back Jump shot","Jump Shot",34.0113,-147,33,-118.4168,0,3,0,"2008-09",59,15,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","MIN",14066
"14067","Step Back Jump shot","Jump Shot",33.8523,-114,192,-118.3838,4,4,0,"2008-09",3,22,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","MIN",14067
"14069","Fadeaway Jump Shot","Jump Shot",34.0103,-158,34,-118.4278,3,4,0,"2008-09",8,16,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","MIN",14069
"14071","Running Jump Shot","Jump Shot",33.9393,-41,105,-118.3108,8,1,0,"2008-09",25,11,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","MEM",14071
"14072","Layup Shot","Layup",34.0443,0,0,-118.2698,7,1,0,"2008-09",6,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","MEM",14072
"14073","Jump Shot","Jump Shot",33.9253,-100,119,-118.3698,6,1,0,"2008-09",44,15,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","MEM",14073
"14075","Driving Dunk Shot","Dunk",34.0443,0,0,-118.2698,7,2,0,"2008-09",0,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","MEM",14075
"14077","Layup Shot","Layup",34.0443,0,0,-118.2698,5,2,0,"2008-09",5,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","MEM",14077
"14078","Layup Shot","Layup",34.0443,0,0,-118.2698,3,2,0,"2008-09",38,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","MEM",14078
"14079","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,2,2,0,"2008-09",22,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","MEM",14079
"14080","Layup Shot","Layup",34.0443,0,0,-118.2698,11,3,0,"2008-09",9,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","MEM",14080
"14081","Layup Shot","Layup",34.0443,0,0,-118.2698,10,3,0,"2008-09",33,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","MEM",14081
"14082","Layup Shot","Layup",34.0443,0,0,-118.2698,10,3,0,"2008-09",9,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","MEM",14082
"14083","Turnaround Jump Shot","Jump Shot",33.9133,-98,131,-118.3678,6,3,0,"2008-09",34,16,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","MEM",14083
"14084","Jump Shot","Jump Shot",33.9123,-11,132,-118.2808,1,3,0,"2008-09",5,13,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","MEM",14084
"14085","Floating Jump shot","Jump Shot",33.9533,-52,91,-118.3218,0,3,0,"2008-09",11,10,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","MEM",14085
"14086","Jump Shot","Jump Shot",33.8203,-122,224,-118.3918,5,4,0,"2008-09",21,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","MEM",14086
"14087","Jump Shot","Jump Shot",33.9973,62,47,-118.2078,3,4,0,"2008-09",25,7,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","MEM",14087
"14088","Jump Bank Shot","Jump Shot",34.0163,-52,28,-118.3218,2,4,0,"2008-09",45,5,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","MEM",14088
"14090","Jump Shot","Jump Shot",33.8523,62,192,-118.2078,11,1,0,"2008-09",16,20,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","NYK",14090
"14091","Jump Shot","Jump Shot",33.8873,-188,157,-118.4578,10,1,0,"2008-09",41,24,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","NYK",14091
"14092","Jump Shot","Jump Shot",33.8883,127,156,-118.1428,9,1,0,"2008-09",55,20,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","NYK",14092
"14093","Jump Shot","Jump Shot",33.8823,108,162,-118.1618,9,1,0,"2008-09",29,19,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","NYK",14093
"14094","Jump Shot","Jump Shot",33.9073,-212,137,-118.4818,8,1,0,"2008-09",3,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","NYK",14094
"14095","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,7,1,0,"2008-09",34,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","NYK",14095
"14096","Jump Shot","Jump Shot",34.0503,-155,-6,-118.4248,6,1,0,"2008-09",35,15,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","NYK",14096
"14097","Turnaround Jump Shot","Jump Shot",34.0633,-150,-19,-118.4198,3,1,0,"2008-09",56,15,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","NYK",14097
"14098","Jump Shot","Jump Shot",33.8773,-183,167,-118.4528,0,1,0,"2008-09",35,24,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","NYK",14098
"14099","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,0,1,0,"2008-09",1,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","NYK",14099
"14100","Jump Shot","Jump Shot",34.0373,230,7,-118.0398,7,2,0,"2008-09",5,23,"1","3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.","NYK",14100
"14101","Jump Shot","Jump Shot",33.9753,-180,69,-118.4498,6,2,0,"2008-09",27,19,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","NYK",14101
"14102","Jump Shot","Jump Shot",33.9363,-163,108,-118.4328,6,2,0,"2008-09",4,19,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","NYK",14102
"14103","Driving Dunk Shot","Dunk",34.0443,0,0,-118.2698,5,2,0,"2008-09",50,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","NYK",14103
"14104","Running Jump Shot","Jump Shot",33.9883,13,56,-118.2568,4,2,0,"2008-09",2,5,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","NYK",14104
"14105","Jump Shot","Jump Shot",33.9203,212,124,-118.0578,2,2,0,"2008-09",42,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","NYK",14105
"14106","Driving Dunk Shot","Dunk",34.0443,0,0,-118.2698,1,2,0,"2008-09",56,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","NYK",14106
"14107","Jump Shot","Jump Shot",33.9623,-166,82,-118.4358,1,2,0,"2008-09",6,18,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","NYK",14107
"14108","Driving Layup Shot","Layup",34.0443,0,0,-118.2698,0,2,0,"2008-09",42,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","NYK",14108
"14109","Jump Shot","Jump Shot",34.0523,95,-8,-118.1748,0,2,0,"2008-09",13,9,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","NYK",14109
"14110","Jump Shot","Jump Shot",33.9233,209,121,-118.0608,8,3,0,"2008-09",39,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","NYK",14110
"14111","Running Jump Shot","Jump Shot",34.0033,-76,41,-118.3458,8,3,0,"2008-09",17,8,"1","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","NYK",14111
"14112","Fadeaway Jump Shot","Jump Shot",34.0743,-101,-30,-118.3708,7,3,0,"2008-09",7,10,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","NYK",14112
"14113","Running Jump Shot","Jump Shot",33.9883,-8,56,-118.2778,5,3,0,"2008-09",10,5,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","NYK",14113
"14114","Jump Shot","Jump Shot",34.0053,190,39,-118.0798,4,3,0,"2008-09",30,19,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","NYK",14114
"14117","Jump Shot","Jump Shot",33.9153,-67,129,-118.3368,7,4,0,"2008-09",32,14,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","NYK",14117
"14118","Jump Shot","Jump Shot",34.0183,159,26,-118.1108,6,4,0,"2008-09",33,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","NYK",14118
"14119","Turnaround Jump Shot","Jump Shot",34.0223,-120,22,-118.3898,6,4,0,"2008-09",17,12,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","NYK",14119
"14120","Jump Shot","Jump Shot",33.9433,-65,101,-118.3348,3,4,0,"2008-09",24,12,"1","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","NYK",14120
"14121","Pullup Jump shot","Jump Shot",34.0353,147,9,-118.1228,10,1,0,"2008-09",11,14,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","TOR",14121
"14122","Turnaround Jump Shot","Jump Shot",33.9753,-117,69,-118.3868,9,1,0,"2008-09",8,13,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","TOR",14122
"14123","Turnaround Fadeaway shot","Jump Shot",34.0143,152,30,-118.1178,8,1,0,"2008-09",41,15,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","TOR",14123
"14124","Jump Shot","Jump Shot",33.8253,-120,219,-118.3898,6,1,0,"2008-09",21,24,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","TOR",14124
"14125","Jump Shot","Jump Shot",33.8543,-147,190,-118.4168,4,1,0,"2008-09",20,24,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","TOR",14125
"14126","Jump Shot","Jump Shot",33.7943,-5,250,-118.2748,3,1,0,"2008-09",51,25,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","TOR",14126
"14127","Driving Reverse Layup Shot","Layup",34.0443,0,0,-118.2698,3,1,0,"2008-09",1,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","TOR",14127
"14129","Turnaround Fadeaway shot","Jump Shot",34.0183,95,26,-118.1748,4,2,0,"2008-09",59,9,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","TOR",14129
"14130","Jump Shot","Jump Shot",33.8133,6,231,-118.2638,4,2,0,"2008-09",28,23,"0","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","TOR",14130
"14132","Jump Shot","Jump Shot",34.0163,165,28,-118.1048,2,2,0,"2008-09",46,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","TOR",14132
"14133","Pullup Jump shot","Jump Shot",33.8493,155,195,-118.1148,1,2,0,"2008-09",4,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","TOR",14133
"14135","Pullup Jump shot","Jump Shot",33.8003,-32,244,-118.3018,10,3,0,"2008-09",49,24,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","TOR",14135
"14136","Jump Shot","Jump Shot",34.0303,-231,14,-118.5008,10,3,0,"2008-09",17,23,"1","3PT Field Goal","Left Side(L)","Left Corner 3","24+ ft.","TOR",14136
"14140","Jump Shot","Jump Shot",33.8443,-79,200,-118.3488,2,3,0,"2008-09",31,21,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","TOR",14140
"14141","Pullup Jump shot","Jump Shot",33.8193,12,225,-118.2578,0,3,0,"2008-09",39,22,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","TOR",14141
"14142","Step Back Jump shot","Jump Shot",33.8283,-67,216,-118.3368,6,4,0,"2008-09",27,22,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","TOR",14142
"14143","Pullup Jump shot","Jump Shot",33.9253,-175,119,-118.4448,3,4,0,"2008-09",55,21,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","TOR",14143
"14144","Jump Shot","Jump Shot",33.8353,-142,209,-118.4118,3,4,0,"2008-09",1,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","TOR",14144
"14145","Pullup Jump shot","Jump Shot",33.8773,129,167,-118.1408,2,4,0,"2008-09",17,21,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","TOR",14145
"14146","Jump Shot","Jump Shot",33.9893,-161,55,-118.4308,1,4,0,"2008-09",36,17,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","TOR",14146
"14147","Turnaround Fadeaway shot","Jump Shot",34.0253,168,19,-118.1018,0,4,0,"2008-09",46,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","TOR",14147
"14148","Pullup Jump shot","Jump Shot",33.8843,18,160,-118.2518,0,4,0,"2008-09",23,16,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","TOR",14148
"14149","Jump Shot","Jump Shot",33.9043,-90,140,-118.3598,10,1,0,"2008-09",48,16,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","BOS",14149
"14150","Floating Jump shot","Jump Shot",34.0383,97,6,-118.1728,9,1,0,"2008-09",21,9,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","BOS",14150
"14151","Driving Layup Shot","Layup",34.0373,4,7,-118.2658,8,1,0,"2008-09",53,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","BOS",14151
"14154","Jump Shot","Jump Shot",33.9863,88,58,-118.1818,6,1,0,"2008-09",34,10,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","BOS",14154
"14157","Jump Shot","Jump Shot",33.9213,-149,123,-118.4188,1,1,0,"2008-09",32,19,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","BOS",14157
"14158","Jump Shot","Jump Shot",33.9153,4,129,-118.2658,0,1,0,"2008-09",32,12,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","BOS",14158
"14159","Jump Shot","Jump Shot",33.9073,-84,137,-118.3538,7,2,0,"2008-09",54,16,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","BOS",14159
"14160","Jump Shot","Jump Shot",33.8433,133,201,-118.1368,5,2,0,"2008-09",13,24,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","BOS",14160
"14161","Layup Shot","Layup",34.0403,-5,4,-118.2748,4,2,0,"2008-09",33,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","BOS",14161
"14162","Jump Shot","Jump Shot",33.8873,99,157,-118.1708,0,2,0,"2008-09",27,18,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","BOS",14162
"14163","Jump Shot","Jump Shot",33.8683,-172,176,-118.4418,11,3,0,"2008-09",22,24,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","BOS",14163
"14166","Turnaround Fadeaway shot","Jump Shot",34.0273,146,17,-118.1238,5,3,0,"2008-09",43,14,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","BOS",14166
"14167","Turnaround Bank shot","Bank Shot",34.0003,-64,44,-118.3338,2,3,0,"2008-09",54,7,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","BOS",14167
"14168","Jump Shot","Jump Shot",34.0463,200,-2,-118.0698,1,3,0,"2008-09",32,20,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","BOS",14168
"14169","Jump Shot","Jump Shot",33.9043,-71,140,-118.3408,5,4,0,"2008-09",51,15,"0","2PT Field Goal","Center(C)","Mid-Range","8-16 ft.","BOS",14169
"14170","Jump Shot","Jump Shot",33.7983,48,246,-118.2218,5,4,0,"2008-09",25,25,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","BOS",14170
"14172","Jump Shot","Jump Shot",33.8063,94,238,-118.1758,1,4,0,"2008-09",30,25,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","BOS",14172
"14173","Jump Shot","Jump Shot",33.8803,-149,164,-118.4188,0,4,0,"2008-09",9,22,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","BOS",14173
"14175","Jump Shot","Jump Shot",33.8023,72,242,-118.1978,3,5,0,"2008-09",39,25,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","BOS",14175
"14176","Jump Shot","Jump Shot",33.8053,-84,239,-118.3538,2,5,0,"2008-09",39,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","BOS",14176
"14177","Jump Shot","Jump Shot",33.8883,-131,156,-118.4008,0,5,0,"2008-09",41,20,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","BOS",14177
"14178","Jump Shot","Jump Shot",33.9503,160,94,-118.1098,11,1,0,"2008-09",44,18,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","CLE",14178
"14179","Jump Shot","Jump Shot",33.9803,18,64,-118.2518,9,1,0,"2008-09",20,6,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","CLE",14179
"14180","Jump Shot","Jump Shot",33.9723,-52,72,-118.3218,8,1,0,"2008-09",37,8,"1","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","CLE",14180
"14182","Turnaround Jump Shot","Jump Shot",34.0323,157,12,-118.1128,6,1,0,"2008-09",14,15,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","CLE",14182
"14183","Running Jump Shot","Jump Shot",34.0193,103,25,-118.1668,4,1,0,"2008-09",0,10,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","CLE",14183
"14184","Jump Shot","Jump Shot",33.9613,159,83,-118.1108,2,1,0,"2008-09",49,17,"1","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","CLE",14184
